imo,neo_transit,direction,grp,StandardVesselType,GrossTonnage,lock_in,lock_out,anchoring_in,anchoring_out,direct_transit,waiting_time,service_time
9384021.0,0,South,1,Chemical tanker,30109.0,2022-12-22 15:26:46,2022-12-22 23:11:45,2022-12-21 14:20:00,2022-12-22 14:00:00,True,23.666666666666668,7.749722222222222
9384033.0,0,North,1,Chemical tanker,30109.0,2022-12-20 06:16:39,2022-12-20 13:02:02,2022-12-18 02:10:00,2022-12-20 05:10:00,True,51.0,6.756388888888889
9384033.0,0,North,2,Chemical tanker,30109.0,2023-11-30 08:31:36,2023-11-30 15:28:37,2023-11-27 13:40:00,2023-11-30 07:20:00,True,65.66666666666667,6.950277777777778
9384033.0,0,North,3,Chemical tanker,30109.0,2024-02-20 11:58:04,2024-02-20 19:55:27,2024-02-19 17:40:00,2024-02-20 10:40:00,True,17.0,7.956388888888889
9384033.0,0,North,4,Chemical tanker,30109.0,2024-07-18 12:36:29,2024-07-18 20:48:31,2024-07-14 05:50:00,2024-07-18 10:50:00,True,101.0,8.200555555555555
9384033.0,0,South,1,Chemical tanker,30109.0,2024-03-12 13:35:38,2024-03-12 23:26:22,2024-03-11 11:50:00,2024-03-12 12:40:00,True,24.833333333333332,9.845555555555556
9384318.0,0,North,1,General cargo,9618.0,2023-08-03 00:41:28,2023-08-03 08:26:29,2023-08-02 13:00:00,2023-08-02 23:40:00,True,10.666666666666666,7.750277777777778
9384318.0,0,South,1,General cargo,9618.0,2023-05-04 21:59:18,2023-05-05 05:11:20,2023-05-03 12:20:00,2023-05-04 20:50:00,True,32.5,7.200555555555556
9384930.0,0,North,1,Bulk carrier,39737.0,2023-07-10 12:43:02,2023-07-10 20:53:01,2023-07-03 12:50:00,2023-07-10 11:10:00,True,166.33333333333334,8.16638888888889
9384930.0,0,North,2,Bulk carrier,39737.0,2024-07-17 10:47:02,2024-07-17 19:06:23,2024-07-16 21:10:00,2024-07-17 09:00:00,True,11.833333333333334,8.3225
9384942.0,0,North,1,Vehicle,62080.0,2023-02-16 09:41:49,2023-02-16 16:56:36,2023-02-15 17:00:00,2023-02-16 08:30:00,True,15.5,7.246388888888889
9384942.0,0,North,2,Vehicle,62080.0,2024-03-04 08:21:52,2024-03-04 16:28:54,2024-03-04 03:20:00,2024-03-04 06:50:00,True,3.5,8.117222222222223
9384942.0,0,North,3,Vehicle,62080.0,2024-05-06 12:24:59,2024-05-06 20:48:40,2024-05-06 03:30:00,2024-05-06 11:20:00,True,7.833333333333333,8.394722222222223
9384942.0,0,North,4,Vehicle,62080.0,2024-07-14 09:08:45,2024-07-14 19:31:05,2024-07-14 02:30:00,2024-07-14 07:30:00,True,5.0,10.372222222222222
9384942.0,0,North,5,Vehicle,62080.0,2024-09-15 09:41:50,2024-09-15 16:40:08,2024-09-15 03:30:00,2024-09-15 08:20:00,True,4.833333333333333,6.971666666666667
9384942.0,0,South,1,Vehicle,62080.0,2024-01-12 10:56:00,2024-01-12 19:11:21,2024-01-12 03:50:00,2024-01-12 09:10:00,True,5.333333333333333,8.255833333333333
9384942.0,0,South,2,Vehicle,62080.0,2024-03-19 11:17:43,2024-03-19 19:55:12,2024-03-19 03:50:00,2024-03-19 09:30:00,True,5.666666666666667,8.624722222222223
9384942.0,0,South,3,Vehicle,62080.0,2024-05-23 11:09:19,2024-05-23 19:19:27,2024-05-22 20:20:00,2024-05-23 09:20:00,True,13.0,8.168888888888889
9384942.0,0,South,4,Vehicle,62080.0,2024-10-02 11:06:43,2024-10-02 19:21:03,2024-10-02 04:40:00,2024-10-02 09:10:00,True,4.5,8.238888888888889
9385099.0,0,North,1,General cargo,20238.0,2024-07-28 05:57:35,2024-07-28 21:48:33,2024-07-25 21:40:00,2024-07-28 04:40:00,True,55.0,15.849444444444444
9385099.0,0,South,1,General cargo,20238.0,2024-09-07 14:29:08,2024-09-07 21:33:38,,,True,,7.075
9385350.0,0,North,1,Yacht,490.0,2023-01-07 22:04:10,2023-01-08 05:09:59,2023-01-05 19:10:00,2023-01-07 19:10:00,True,48.0,7.0969444444444445
9385350.0,0,North,2,Yacht,490.0,2024-01-11 23:10:08,2024-01-12 05:55:09,2024-01-11 18:30:00,2024-01-11 21:50:00,True,3.3333333333333335,6.750277777777778
9385350.0,0,South,1,Yacht,490.0,2022-12-03 22:17:27,2022-12-04 04:24:00,2022-12-03 18:10:00,2022-12-03 21:00:00,True,2.8333333333333335,6.109166666666667
9385350.0,0,South,2,Yacht,490.0,2023-12-12 20:42:50,2023-12-13 03:39:49,2023-12-12 16:50:00,2023-12-12 20:00:00,True,3.1666666666666665,6.949722222222222
9385506.0,0,South,1,General cargo,30983.0,2024-05-12 07:55:11,2024-05-12 22:04:30,2024-05-11 22:10:00,2024-05-12 06:20:00,True,8.166666666666666,14.155277777777778
9385685.0,1,South,1,Liquified gas tanker,47072.0,2023-03-24 01:31:42,2023-03-24 23:22:20,2023-03-24 00:30:00,2023-03-24 00:30:00,True,0.0,21.843888888888888
9385685.0,1,South,2,Liquified gas tanker,47072.0,2023-10-19 03:58:59,2023-10-20 00:33:18,,,True,,20.571944444444444
9385831.0,0,North,1,Oil tanker,28090.0,2023-01-18 09:30:03,2023-01-18 16:51:01,2023-01-16 13:30:00,2023-01-18 08:20:00,True,42.833333333333336,7.349444444444444
9385831.0,0,North,2,Oil tanker,28090.0,2023-10-04 11:41:48,2023-10-04 19:40:05,2023-10-01 00:10:00,2023-10-04 10:10:00,True,82.0,7.971388888888889
9385831.0,0,North,3,Oil tanker,28090.0,2023-11-25 12:31:04,2023-11-25 20:35:51,2023-11-24 19:20:00,2023-11-25 11:00:00,True,15.666666666666666,8.079722222222221
9385831.0,0,North,4,Oil tanker,28090.0,2023-12-28 01:39:20,2023-12-28 09:16:09,2023-12-20 20:40:00,2023-12-28 00:20:00,True,171.66666666666666,7.613611111111111
9385831.0,0,North,5,Oil tanker,28090.0,2024-04-23 05:29:07,2024-04-23 12:58:21,2024-04-22 17:10:00,2024-04-23 04:20:00,True,11.166666666666666,7.487222222222222
9385831.0,0,South,1,Oil tanker,28090.0,2024-03-28 16:09:26,2024-03-29 00:57:18,2024-03-28 14:50:00,2024-03-28 14:50:00,True,0.0,8.797777777777778
9385831.0,0,South,2,Oil tanker,28090.0,2023-08-30 22:13:15,2023-09-01 05:21:23,,,True,,31.135555555555555
9385831.0,0,South,3,Oil tanker,28090.0,2023-10-30 14:23:02,2023-10-30 23:57:12,,,True,,9.569444444444445
9385831.0,0,South,4,Oil tanker,28090.0,2023-12-10 13:36:31,2023-12-10 22:05:38,,,True,,8.485277777777778
9385893.0,0,North,1,General cargo,5937.0,2024-07-18 01:48:34,2024-07-18 08:23:39,2024-07-15 23:20:00,2024-07-18 00:00:00,True,48.666666666666664,6.584722222222222
9385893.0,0,South,1,General cargo,5937.0,2024-06-04 21:21:04,2024-06-05 05:47:34,2024-06-03 12:00:00,2024-06-04 20:00:00,True,32.0,8.441666666666666
9385922.0,0,North,1,General cargo,5904.0,2023-09-10 01:33:00,2023-09-10 07:47:52,2023-09-07 21:40:00,2023-09-10 00:10:00,True,50.5,6.247777777777777
9385922.0,0,South,1,General cargo,5904.0,2023-07-30 20:24:23,2023-07-31 04:42:36,2023-07-30 17:40:00,2023-07-30 19:20:00,True,1.6666666666666667,8.303611111111111
9386299.0,0,North,1,Liquified gas tanker,42897.0,2023-02-08 06:56:02,2023-02-08 12:39:00,2023-02-07 06:20:00,2023-02-08 05:40:00,True,23.333333333333332,5.716111111111111
9386299.0,0,North,2,Liquified gas tanker,42897.0,2023-04-19 06:43:01,2023-04-19 13:11:04,2023-04-18 01:30:00,2023-04-19 05:30:00,True,28.0,6.4675
9386299.0,0,South,1,Liquified gas tanker,42897.0,2022-12-15 17:37:12,2022-12-17 02:33:08,2022-12-14 06:00:00,2022-12-15 15:20:00,True,33.333333333333336,32.93222222222222
9386299.0,0,South,2,Liquified gas tanker,42897.0,2023-02-22 00:12:25,2023-02-22 20:01:36,2023-02-20 11:20:00,2023-02-21 22:30:00,True,35.166666666666664,19.81972222222222
9386299.0,0,South,3,Liquified gas tanker,42897.0,2023-05-10 15:16:25,2023-05-11 01:13:34,,,True,,9.9525
9386304.0,0,North,1,Liquified gas tanker,42897.0,2023-02-20 07:12:26,2023-02-20 14:09:28,2023-02-18 21:20:00,2023-02-20 06:10:00,True,32.833333333333336,6.950555555555556
9386304.0,0,South,1,Liquified gas tanker,42897.0,2022-12-25 17:09:45,2022-12-26 01:40:54,2022-12-23 02:00:00,2022-12-25 14:50:00,True,60.833333333333336,8.519166666666667
9386304.0,0,South,2,Liquified gas tanker,42897.0,2023-03-14 14:41:13,2023-03-14 23:44:55,2023-03-12 19:50:00,2023-03-14 13:00:00,True,41.166666666666664,9.061666666666667
9386471.0,0,North,1,Container,40560.0,2024-03-13 11:39:58,2024-03-13 20:20:23,2024-03-09 23:20:00,2024-03-13 10:00:00,True,82.66666666666667,8.67361111111111
9386471.0,0,South,1,Container,40560.0,2024-04-04 12:20:49,2024-04-04 20:52:33,2024-04-02 05:20:00,2024-04-04 10:10:00,True,52.833333333333336,8.528888888888888
9386550.0,0,South,1,Miscellaneous-other,2213.0,2024-03-01 21:55:31,2024-03-02 06:31:54,2024-02-28 12:30:00,2024-03-01 19:40:00,True,55.166666666666664,8.606388888888889
9386861.0,0,North,1,Chemical tanker,29341.0,2023-08-16 07:59:46,2023-08-16 15:02:46,2023-08-09 22:30:00,2023-08-16 06:40:00,True,152.16666666666666,7.05
9386861.0,0,North,2,Chemical tanker,29341.0,2024-01-04 06:57:35,2024-01-04 13:59:14,2023-12-31 11:20:00,2024-01-04 05:40:00,True,90.33333333333333,7.0275
9386861.0,0,North,3,Chemical tanker,29341.0,2024-04-10 06:14:45,2024-04-10 14:44:43,2024-04-05 13:30:00,2024-04-10 05:00:00,True,111.5,8.499444444444444
9386861.0,0,South,1,Chemical tanker,29341.0,2023-09-01 09:12:22,2023-09-01 22:57:50,2023-08-31 12:30:00,2023-09-01 07:40:00,True,19.166666666666668,13.757777777777777
9386861.0,0,South,2,Chemical tanker,29341.0,2024-03-16 19:43:12,2024-03-17 04:04:49,2024-03-16 09:10:00,2024-03-16 17:40:00,True,8.5,8.360277777777778
9386861.0,0,South,3,Chemical tanker,29341.0,2023-05-03 23:54:37,2023-05-04 23:30:36,,,True,,23.599722222222223
9387073.0,0,South,1,Cruise,92627.0,2023-01-24 11:02:19,2023-01-24 20:04:13,,,True,,9.031666666666666
9387138.0,0,North,1,Chemical tanker,29767.0,2022-12-17 13:09:18,2022-12-18 00:23:32,2022-12-15 13:30:00,2022-12-17 11:20:00,True,45.833333333333336,11.237222222222222
9387138.0,0,North,2,Chemical tanker,29767.0,2023-03-18 05:51:32,2023-03-18 11:49:49,2023-03-13 16:40:00,2023-03-18 04:10:00,True,107.5,5.971388888888889
9387138.0,0,North,3,Chemical tanker,29767.0,2023-12-08 05:50:05,2023-12-08 13:06:37,2023-12-06 23:50:00,2023-12-08 05:00:00,True,29.166666666666668,7.275555555555556
9387138.0,0,South,1,Chemical tanker,29767.0,2023-09-20 11:03:04,2023-09-20 19:51:03,2023-09-15 17:50:00,2023-09-20 09:10:00,True,111.33333333333333,8.799722222222222
9387138.0,0,South,2,Chemical tanker,29767.0,2024-03-22 14:22:40,2024-03-22 22:36:24,2024-03-22 03:50:00,2024-03-22 12:30:00,True,8.666666666666666,8.22888888888889
9387138.0,0,South,3,Chemical tanker,29767.0,2023-02-15 13:16:06,2023-02-15 22:04:05,,,True,,8.799722222222222
9387580.0,0,North,1,Chemical tanker,29987.0,2023-08-18 07:47:22,2023-08-18 15:59:42,2023-08-16 20:10:00,2023-08-18 06:30:00,True,34.333333333333336,8.205555555555556
9387580.0,0,North,2,Chemical tanker,29987.0,2024-07-21 11:45:57,2024-07-21 18:57:46,2024-07-19 00:50:00,2024-07-21 10:20:00,True,57.5,7.196944444444444
9387580.0,0,South,1,Chemical tanker,29987.0,2023-08-04 00:25:50,2023-08-04 20:50:44,,,True,,20.415
9387580.0,0,South,2,Chemical tanker,29987.0,2024-05-22 15:49:33,2024-05-23 00:39:04,,,True,,8.825277777777778
9387695.0,0,North,1,Chemical tanker,29657.0,2024-06-20 10:22:43,2024-06-20 18:16:44,2024-06-19 10:50:00,2024-06-20 09:20:00,True,22.5,7.900277777777778
9387695.0,0,South,1,Chemical tanker,29657.0,2024-03-27 11:36:21,2024-03-27 20:51:23,2024-03-27 10:20:00,2024-03-27 10:20:00,True,0.0,9.250555555555556
9387695.0,0,South,2,Chemical tanker,29657.0,2024-07-28 17:09:03,2024-07-29 02:12:05,,,True,,9.050555555555556
9387700.0,0,North,1,Chemical tanker,29657.0,2024-05-15 06:52:57,2024-05-15 21:55:57,2024-05-14 00:20:00,2024-05-15 05:40:00,True,29.333333333333332,15.05
9387700.0,0,South,1,Chemical tanker,29657.0,2022-12-20 17:31:21,2022-12-21 02:23:31,2022-12-17 15:40:00,2022-12-20 15:50:00,True,72.16666666666667,8.869444444444444
9387700.0,0,South,2,Chemical tanker,29657.0,2023-05-19 19:09:41,2023-05-21 01:48:46,,,True,,30.65138888888889
9387700.0,0,South,3,Chemical tanker,29657.0,2024-06-26 08:50:27,2024-06-26 20:17:05,,,True,,11.443888888888889
9387712.0,0,North,1,Chemical tanker,29807.0,2023-12-02 09:51:35,2023-12-02 18:27:32,2023-11-19 20:50:00,2023-12-02 08:30:00,True,299.6666666666667,8.599166666666667
9387712.0,0,North,2,Chemical tanker,29807.0,2024-04-26 12:12:54,2024-04-26 21:15:52,2024-04-25 19:40:00,2024-04-26 10:50:00,True,15.166666666666666,9.049444444444445
9387712.0,0,North,3,Chemical tanker,29807.0,2024-08-14 10:58:54,2024-08-14 19:07:54,2024-08-14 04:00:00,2024-08-14 09:30:00,True,5.5,8.15
9387712.0,0,South,1,Chemical tanker,29807.0,2023-09-07 02:36:37,2023-09-08 00:51:24,2023-09-05 15:00:00,2023-09-07 00:40:00,True,33.666666666666664,22.246388888888887
9387712.0,0,South,2,Chemical tanker,29807.0,2024-01-08 07:49:51,2024-01-08 21:46:53,,,True,,13.950555555555555
9387712.0,0,South,3,Chemical tanker,29807.0,2024-05-29 14:44:07,2024-05-30 00:29:05,,,True,,9.749444444444444
9387712.0,0,South,4,Chemical tanker,29807.0,2024-09-29 21:57:37,2024-09-30 21:54:37,,,True,,23.95
9387724.0,0,North,1,Chemical tanker,29807.0,2023-02-04 08:57:39,2023-02-04 16:25:49,2023-02-03 10:10:00,2023-02-04 07:40:00,True,21.5,7.469444444444444
9387724.0,0,North,2,Chemical tanker,29807.0,2023-08-09 10:19:38,2023-08-10 00:07:37,2023-08-08 08:00:00,2023-08-09 09:10:00,True,25.166666666666668,13.799722222222222
9387724.0,0,North,3,Chemical tanker,29807.0,2024-09-29 09:53:42,2024-09-30 00:01:28,2024-09-27 15:00:00,2024-09-29 08:40:00,True,41.666666666666664,14.129444444444445
9387724.0,0,South,1,Chemical tanker,29807.0,2023-05-22 17:28:19,2023-05-23 01:52:04,2023-05-14 11:50:00,2023-05-21 14:10:00,True,170.33333333333334,8.395833333333334
9387724.0,0,South,2,Chemical tanker,29807.0,2023-09-25 16:12:56,2023-09-26 01:21:31,,,True,,9.143055555555556
9387724.0,0,South,3,Chemical tanker,29807.0,2024-06-22 09:34:01,2024-06-22 22:28:02,,,True,,12.900277777777777
9387762.0,1,North,1,Liquified gas tanker,47266.0,2022-12-03 07:27:11,2022-12-03 16:08:40,2022-12-01 00:10:00,2022-12-03 06:20:00,True,54.166666666666664,8.69138888888889
9387762.0,1,North,2,Liquified gas tanker,47266.0,2023-02-19 10:31:40,2023-02-19 19:59:08,2023-02-15 04:00:00,2023-02-19 09:10:00,True,101.16666666666667,9.457777777777778
9387762.0,1,South,1,Liquified gas tanker,47266.0,2022-12-18 09:19:25,2022-12-18 19:14:39,2022-12-17 07:40:00,2022-12-18 07:40:00,True,24.0,9.920555555555556
9387762.0,1,South,2,Liquified gas tanker,47266.0,2023-03-07 10:55:45,2023-03-07 22:15:43,2023-03-06 12:20:00,2023-03-07 09:00:00,True,20.666666666666668,11.332777777777778
9387918.0,0,North,1,Chemical tanker,29767.0,2022-12-26 08:10:40,2022-12-26 14:19:19,2022-12-21 09:20:00,2022-12-26 07:00:00,True,117.66666666666667,6.144166666666667
9387918.0,0,North,2,Chemical tanker,29767.0,2023-06-21 09:15:15,2023-06-21 17:11:59,2023-06-20 23:20:00,2023-06-21 08:00:00,True,8.666666666666666,7.945555555555556
9387918.0,0,North,3,Chemical tanker,29767.0,2023-08-02 12:48:00,2023-08-02 19:24:07,2023-08-01 00:10:00,2023-08-02 11:40:00,True,35.5,6.601944444444444
9387918.0,0,North,4,Chemical tanker,29767.0,2024-01-23 11:59:45,2024-01-23 21:01:35,2024-01-21 19:50:00,2024-01-23 10:40:00,True,38.833333333333336,9.030555555555555
9387918.0,0,North,5,Chemical tanker,29767.0,2024-03-16 07:44:12,2024-03-16 13:23:26,2024-03-13 02:30:00,2024-03-16 06:30:00,True,76.0,5.653888888888889
9387918.0,0,South,1,Chemical tanker,29767.0,2023-05-19 14:14:16,2023-05-19 22:22:58,2023-05-16 12:50:00,2023-05-17 22:50:00,True,34.0,8.145
9387918.0,0,South,2,Chemical tanker,29767.0,2024-01-06 07:19:37,2024-01-06 21:30:18,2024-01-03 18:20:00,2024-01-06 06:00:00,True,59.666666666666664,14.178055555555556
9387918.0,0,South,3,Chemical tanker,29767.0,2024-02-29 15:45:21,2024-02-29 23:52:23,2024-02-28 23:20:00,2024-02-29 14:40:00,True,15.333333333333334,8.117222222222223
9387918.0,0,South,4,Chemical tanker,29767.0,2024-04-04 16:09:54,2024-04-05 00:37:14,2024-04-04 08:10:00,2024-04-04 14:20:00,True,6.166666666666667,8.455555555555556
9387918.0,0,South,5,Chemical tanker,29767.0,2023-07-16 14:44:50,2023-07-16 23:15:42,,,True,,8.514444444444445
9387920.0,0,North,1,Chemical tanker,29767.0,2024-03-12 09:39:53,2024-03-12 18:05:23,2024-03-11 06:00:00,2024-03-12 07:50:00,True,25.833333333333332,8.425
9387920.0,0,South,1,Chemical tanker,29767.0,2023-08-07 16:17:18,2023-08-07 23:53:28,2023-08-06 15:50:00,2023-08-07 15:10:00,True,23.333333333333332,7.602777777777778
9387920.0,0,South,2,Chemical tanker,29767.0,2024-02-17 20:01:21,2024-02-18 03:20:20,2024-02-16 14:00:00,2024-02-17 18:40:00,True,28.666666666666668,7.316388888888889
9387920.0,0,South,3,Chemical tanker,29767.0,2024-04-28 11:10:08,2024-04-28 21:30:01,2024-04-26 23:40:00,2024-04-28 08:20:00,True,32.666666666666664,10.331388888888888
9388209.0,0,South,1,Chemical tanker,30119.0,2023-11-25 13:01:51,2023-11-25 22:34:55,2023-11-01 12:00:00,2023-11-24 13:10:00,True,553.1666666666666,9.551111111111112
9388297.0,0,North,1,Oil tanker,41676.0,2023-04-19 10:40:26,2023-04-19 23:20:03,2023-04-16 23:50:00,2023-04-19 09:20:00,True,57.5,12.660277777777777
9388297.0,0,North,2,Oil tanker,41676.0,2023-10-25 10:11:11,2023-10-25 21:31:22,2023-10-17 14:20:00,2023-10-25 08:30:00,True,186.16666666666666,11.336388888888889
9388297.0,0,North,3,Oil tanker,41676.0,2023-12-28 08:44:33,2023-12-28 18:06:53,2023-12-27 00:50:00,2023-12-28 07:10:00,True,30.333333333333332,9.372222222222222
9388297.0,0,South,1,Oil tanker,41676.0,2023-11-16 15:55:03,2023-11-17 00:14:22,2023-11-14 06:00:00,2023-11-16 14:00:00,True,56.0,8.321944444444444
9388297.0,0,South,2,Oil tanker,41676.0,2024-02-01 18:20:47,2024-02-02 03:50:21,2024-02-01 00:10:00,2024-02-01 16:30:00,True,16.333333333333332,9.492777777777778
9388297.0,0,South,3,Oil tanker,41676.0,2023-09-26 16:44:26,2023-09-27 02:16:47,,,True,,9.539166666666667
9388314.0,0,North,1,Chemical tanker,26351.0,2023-02-25 13:00:43,2023-02-25 20:54:49,2023-02-20 19:00:00,2023-02-25 11:30:00,True,112.5,7.901666666666666
9388314.0,0,South,1,Chemical tanker,26351.0,2023-01-29 16:18:54,2023-01-29 23:15:54,,,True,,6.95
9388340.0,1,North,1,Container,88089.0,2024-01-26 14:16:59,2024-01-27 20:20:40,2024-01-26 11:50:00,2024-01-26 12:50:00,True,1.0,30.06138888888889
9388340.0,1,South,1,Container,88089.0,2024-02-20 12:04:32,2024-02-20 21:12:24,2024-02-20 00:40:00,2024-02-20 10:30:00,True,9.833333333333334,9.13111111111111
9388352.0,1,North,1,Container,88089.0,2024-01-23 11:49:12,2024-01-23 20:31:12,2024-01-23 01:20:00,2024-01-23 10:10:00,True,8.833333333333334,8.7
9388352.0,1,North,2,Container,88089.0,2024-04-14 07:44:47,2024-04-14 16:29:49,2024-04-14 00:50:00,2024-04-14 06:40:00,True,5.833333333333333,8.750555555555556
9388352.0,1,North,3,Container,88089.0,2024-07-11 11:45:04,2024-07-11 21:36:33,2024-07-11 00:50:00,2024-07-11 10:30:00,True,9.666666666666666,9.858055555555556
9388352.0,1,North,4,Container,88089.0,2024-10-01 14:10:13,2024-10-01 22:29:39,2024-10-01 00:40:00,2024-10-01 13:00:00,True,12.333333333333334,8.323888888888888
9388352.0,1,South,1,Container,88089.0,2024-02-12 08:48:46,2024-02-12 21:32:38,2024-02-12 00:30:00,2024-02-12 07:30:00,True,7.0,12.731111111111112
9388352.0,1,South,2,Container,88089.0,2024-04-29 11:09:18,2024-04-29 20:48:19,,,True,,9.650277777777777
9388352.0,1,South,3,Container,88089.0,2024-07-28 10:31:51,2024-07-28 21:27:25,,,False,,10.926111111111112
9388716.0,0,North,1,Vehicle,57692.0,2023-03-26 10:05:56,2023-03-26 18:08:35,2023-03-26 05:30:00,2023-03-26 08:50:00,False,3.3333333333333335,8.044166666666667
9388716.0,0,North,2,Vehicle,57692.0,2024-03-25 09:50:19,2024-03-25 18:51:32,2024-03-25 04:00:00,2024-03-25 08:00:00,True,4.0,9.020277777777778
9388716.0,0,North,3,Vehicle,57692.0,2024-07-19 13:57:59,2024-07-19 21:45:34,2024-07-19 02:50:00,2024-07-19 12:30:00,True,9.666666666666666,7.793055555555555
9388716.0,0,South,1,Vehicle,57692.0,2023-04-15 11:14:51,2023-04-15 20:54:08,,,True,,9.654722222222222
9388716.0,0,South,2,Vehicle,57692.0,2023-09-23 10:47:58,2023-09-23 18:17:58,,,True,,7.5
9388716.0,0,South,3,Vehicle,57692.0,2024-01-16 10:59:33,2024-01-16 19:44:15,,,True,,8.745
9388883.0,0,North,1,General cargo,9611.0,2024-01-31 13:00:48,2024-01-31 20:08:46,2024-01-28 09:30:00,2024-01-31 11:50:00,True,74.33333333333333,7.132777777777778
9388883.0,0,South,1,General cargo,9611.0,2023-12-13 20:14:59,2023-12-14 04:14:19,2023-12-13 16:00:00,2023-12-13 19:20:00,True,3.3333333333333335,7.988888888888889
9388895.0,0,North,1,General cargo,9611.0,2023-04-23 22:55:23,2023-04-24 05:59:41,2023-04-22 23:10:00,2023-04-23 21:40:00,True,22.5,7.071666666666666
9388895.0,0,North,2,General cargo,9611.0,2024-06-20 02:20:03,2024-06-20 08:34:19,2024-06-18 01:40:00,2024-06-20 00:20:00,True,46.666666666666664,6.237777777777778
9388895.0,0,South,1,General cargo,9611.0,2023-03-08 22:13:23,2023-03-09 06:20:09,2023-03-07 15:00:00,2023-03-08 20:50:00,True,29.833333333333332,8.112777777777778
9388900.0,0,North,1,General cargo,9611.0,2024-09-19 01:34:04,2024-09-19 08:02:54,2024-09-17 22:50:00,2024-09-18 23:40:00,True,24.833333333333332,6.480555555555555
9388900.0,0,South,1,General cargo,9611.0,2024-08-10 22:33:21,2024-08-11 05:17:17,,,True,,6.732222222222222
9389124.0,0,North,1,Bulk carrier,31532.0,2024-02-03 11:26:39,2024-02-03 21:08:52,2024-02-01 15:30:00,2024-02-03 10:20:00,True,42.833333333333336,9.703611111111112
9389318.0,0,North,1,Chemical tanker,29341.0,2023-04-18 08:04:32,2023-04-18 15:07:27,2023-04-17 19:10:00,2023-04-18 06:50:00,True,11.666666666666666,7.048611111111111
9389318.0,0,North,2,Chemical tanker,29341.0,2023-06-02 06:31:45,2023-06-02 14:04:44,2023-06-01 11:50:00,2023-06-02 05:20:00,True,17.5,7.549722222222222
9389318.0,0,South,1,Chemical tanker,29341.0,2023-04-03 11:29:34,2023-04-03 21:11:52,2023-04-02 21:20:00,2023-04-03 10:30:00,True,13.166666666666666,9.705
9389318.0,0,South,2,Chemical tanker,29341.0,2023-05-17 15:58:50,2023-05-18 01:11:50,,,True,,9.216666666666667
9389837.0,0,North,1,Oil tanker,42446.0,2024-01-19 08:31:39,2024-01-19 17:30:20,2024-01-09 03:10:00,2024-01-19 07:40:00,True,244.5,8.978055555555555
9389837.0,0,North,1,Oil tanker,42486.0,2024-08-29 10:01:55,2024-08-31 09:14:55,2024-08-28 10:30:00,2024-08-29 09:00:00,True,22.5,47.21666666666667
9389837.0,0,South,1,Oil tanker,42446.0,2023-01-06 18:00:31,2023-01-07 02:48:18,2023-01-02 17:50:00,2023-01-06 15:20:00,True,93.5,8.796388888888888
9389837.0,0,South,2,Oil tanker,42446.0,2024-04-10 15:20:34,2024-04-11 01:53:40,2024-04-09 15:10:00,2024-04-10 14:10:00,True,23.0,10.551666666666666
9389930.0,0,South,1,Bulk carrier,30936.0,2022-12-18 17:37:23,2022-12-19 03:47:42,2022-12-11 22:40:00,2022-12-18 16:10:00,True,161.5,10.171944444444444
9390161.0,0,South,1,Oil tanker,42403.0,2024-09-06 13:11:07,2024-09-06 21:20:53,2024-09-05 22:30:00,2024-09-06 10:40:00,True,12.166666666666666,8.162777777777778
9390331.0,0,North,1,Chemical tanker,3300.0,2023-03-10 00:03:43,2023-03-10 05:55:09,2023-03-05 03:40:00,2023-03-09 22:50:00,True,115.16666666666667,5.857222222222222
9390331.0,0,South,1,Chemical tanker,3300.0,2023-01-21 21:50:30,2023-01-22 04:23:41,,,True,,6.553055555555556
9390692.0,0,North,1,Oil tanker,41676.0,2023-01-04 09:04:05,2023-01-04 17:16:04,2023-01-03 09:10:00,2023-01-04 08:00:00,True,22.833333333333332,8.199722222222222
9390692.0,0,North,2,Oil tanker,41676.0,2023-03-28 09:53:40,2023-03-28 18:12:30,2023-03-28 05:00:00,2023-03-28 08:50:00,True,3.8333333333333335,8.313888888888888
9390692.0,0,North,3,Oil tanker,41676.0,2024-01-21 09:17:42,2024-01-21 18:07:31,2024-01-14 23:40:00,2024-01-21 08:20:00,True,152.66666666666666,8.830277777777777
9390692.0,0,South,1,Oil tanker,41676.0,2023-02-08 15:27:54,2023-02-09 00:14:54,2023-02-03 23:20:00,2023-02-08 13:50:00,True,110.5,8.783333333333333
9390692.0,0,South,2,Oil tanker,41676.0,2023-08-25 14:46:02,2023-08-26 01:48:18,2023-08-24 19:20:00,2023-08-25 12:50:00,True,17.5,11.037777777777778
9390769.0,0,South,1,Chemical tanker,29283.0,2024-07-11 13:02:53,2024-07-11 20:29:54,2024-07-09 01:30:00,2024-07-10 11:20:00,True,33.833333333333336,7.450277777777778
9390927.0,0,North,1,Oil tanker,42331.0,2022-12-30 03:48:26,2022-12-30 12:07:17,2022-12-21 14:40:00,2022-12-30 02:30:00,True,203.83333333333334,8.314166666666667
9391426.0,0,North,1,Chemical tanker,29266.0,2023-03-27 01:17:25,2023-03-27 07:57:05,2023-03-24 00:50:00,2023-03-26 23:50:00,True,71.0,6.661111111111111
9391426.0,0,South,1,Chemical tanker,29266.0,2022-12-24 00:25:33,2022-12-25 02:27:37,2022-12-22 12:00:00,2022-12-23 23:10:00,True,35.166666666666664,26.034444444444443
